queue_name,priority,queue_duration,artificial_duration,calldate,startqueue,endqueue,queue_interval
cg-us_ts_post,HIGH,19,79,2020-10-18,2020-10-18 07:04:10,2020-10-18 07:04:29,19
cg-us_ps_specialty_paid,MEDIUM,17,17,2020-10-18,2020-10-18 14:46:44,2020-10-18 14:47:01,17
cg-us_ts_post,MEDIUM,16,16,2020-10-18,2020-10-18 15:11:24,2020-10-18 15:11:40,16
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 08:28:03,2020-10-18 08:28:07,4
cg-us_ts_post,MEDIUM,22,22,2020-10-18,2020-10-18 11:29:01,2020-10-18 11:29:23,22
cg-us_ts_paid,MEDIUM,25,25,2020-10-18,2020-10-18 12:31:41,2020-10-18 12:32:06,25
cg-us_ts_diwm,MEDIUM,22,22,2020-10-18,2020-10-18 13:45:10,2020-10-18 13:45:32,22
cg-us_ts_post,HIGH,25,85,2020-10-18,2020-10-18 11:10:21,2020-10-18 11:10:46,25
cg-us_ps_specialty_paid,MEDIUM,17,17,2020-10-18,2020-10-18 08:33:18,2020-10-18 08:33:35,17
cg-us_ts_post,MEDIUM,20,20,2020-10-18,2020-10-18 14:08:07,2020-10-18 14:08:27,20
cg-us_ps_specialty_paid,HIGH,31,91,2020-10-18,2020-10-18 13:30:37,2020-10-18 13:31:08,31
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-18,2020-10-18 08:08:16,2020-10-18 08:08:36,20
cg-us_ts_post_diwm,MEDIUM,17,17,2020-10-18,2020-10-18 13:06:49,2020-10-18 13:07:06,17
cg-us_ps_specialty_paid,MEDIUM,46,46,2020-10-18,2020-10-18 14:51:01,2020-10-18 14:51:47,46
cg-us_ps_specialty_paid,MEDIUM,22,22,2020-10-18,2020-10-18 08:23:10,2020-10-18 08:23:32,22
cg-us_ts_post,MEDIUM,17,17,2020-10-18,2020-10-18 09:55:30,2020-10-18 09:55:47,17
cg-us_ts_paid,MEDIUM,19,19,2020-10-18,2020-10-18 08:24:38,2020-10-18 08:24:57,19
cg-us_ts_post,MEDIUM,27,27,2020-10-18,2020-10-18 16:23:59,2020-10-18 16:24:26,27
cg-us_ts_post_diwm,MEDIUM,29,29,2020-10-18,2020-10-18 10:18:47,2020-10-18 10:19:16,29
cg-us_ts_post_diwm,MEDIUM,24,24,2020-10-18,2020-10-18 13:06:46,2020-10-18 13:07:10,24
cg-us_ps_specialty_paid,MEDIUM,19,19,2020-10-18,2020-10-18 12:46:19,2020-10-18 12:46:38,19
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 08:32:05,2020-10-18 08:32:11,6
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 09:03:28,2020-10-18 09:03:32,4
cg-us_ts_post,MEDIUM,29,29,2020-10-18,2020-10-18 05:43:35,2020-10-18 05:44:04,29
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 14:41:59,2020-10-18 14:42:03,4
cg-us_ts_post,MEDIUM,18,18,2020-10-18,2020-10-18 10:28:31,2020-10-18 10:28:49,18
cg-us_ts_post_diwm,MEDIUM,23,23,2020-10-18,2020-10-18 07:29:56,2020-10-18 07:30:19,23
cg-us_ts_paid,MEDIUM,5,5,2020-10-18,2020-10-18 13:18:10,2020-10-18 13:18:15,5
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 09:48:15,2020-10-18 09:48:19,4
cg-us_ps_specialty_paid,HIGH,14,74,2020-10-18,2020-10-18 15:18:00,2020-10-18 15:18:14,14
cg-us_ps_specialty_paid,MEDIUM,18,18,2020-10-18,2020-10-18 11:00:46,2020-10-18 11:01:04,18
cg-us_ts_paid,HIGH,19,79,2020-10-18,2020-10-18 15:02:28,2020-10-18 15:02:47,19
cg-us_ts_post,MEDIUM,20,20,2020-10-18,2020-10-18 11:11:31,2020-10-18 11:11:51,20
cg-us_ts_post,MEDIUM,22,22,2020-10-18,2020-10-18 10:55:19,2020-10-18 10:55:41,22
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 05:13:19,2020-10-18 05:13:24,5
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 13:39:45,2020-10-18 13:39:51,6
cg-us_ts_post,MEDIUM,5,5,2020-10-18,2020-10-18 12:13:43,2020-10-18 12:13:48,5
cg-us_ts_post_diwm,MEDIUM,26,26,2020-10-18,2020-10-18 10:05:23,2020-10-18 10:05:49,26
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-18,2020-10-18 13:31:23,2020-10-18 13:31:44,21
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 12:12:57,2020-10-18 12:13:02,5
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 10:48:56,2020-10-18 10:49:01,5
cg-us_ts_post,MEDIUM,19,19,2020-10-18,2020-10-18 11:02:23,2020-10-18 11:02:42,19
cg-us_ps_specialty_paid,MEDIUM,15,15,2020-10-18,2020-10-18 08:55:32,2020-10-18 08:55:47,15
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-18,2020-10-18 09:19:53,2020-10-18 09:20:11,18
cg-us_ts_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 09:18:59,2020-10-18 09:19:18,19
cg-us_ts_post,MEDIUM,21,21,2020-10-18,2020-10-18 08:51:49,2020-10-18 08:52:10,21
cg-us_ts_paid,MEDIUM,5,5,2020-10-18,2020-10-18 09:04:37,2020-10-18 09:04:42,5
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 13:18:00,2020-10-18 13:18:05,5
cg-us_ts_post,MEDIUM,13,13,2020-10-18,2020-10-18 10:50:58,2020-10-18 10:51:11,13
cg-us_ts_post,MEDIUM,5,5,2020-10-18,2020-10-18 15:30:22,2020-10-18 15:30:27,5
cg-us_ts_post_diwm,MEDIUM,23,23,2020-10-18,2020-10-18 13:04:41,2020-10-18 13:05:04,23
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 07:49:10,2020-10-18 07:49:15,5
cg-us_ts_post,MEDIUM,5,5,2020-10-18,2020-10-18 14:21:39,2020-10-18 14:21:44,5
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 12:24:26,2020-10-18 12:24:32,6
cg-us_ts_paid,MEDIUM,4,4,2020-10-18,2020-10-18 10:31:37,2020-10-18 10:31:41,4
cg-us_ps_specialty_paid,MEDIUM,22,22,2020-10-18,2020-10-18 15:30:23,2020-10-18 15:30:45,22
cg-us_ts_post,MEDIUM,16,16,2020-10-18,2020-10-18 08:50:46,2020-10-18 08:51:02,16
cg-us_ts_post,MEDIUM,32,32,2020-10-18,2020-10-18 13:12:28,2020-10-18 13:13:00,32
cg-us_ts_post_diwm,MEDIUM,34,34,2020-10-18,2020-10-18 10:50:22,2020-10-18 10:50:56,34
cg-us_ps_specialty_paid,MEDIUM,25,25,2020-10-18,2020-10-18 10:50:20,2020-10-18 10:50:45,25
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 15:58:14,2020-10-18 15:58:19,5
cg-us_ts_post_diwm,MEDIUM,17,17,2020-10-18,2020-10-18 11:37:43,2020-10-18 11:38:00,17
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 15:05:17,2020-10-18 15:05:23,6
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 07:05:09,2020-10-18 07:05:14,5
cg-us_ts_diwm,MEDIUM,22,22,2020-10-18,2020-10-18 10:45:08,2020-10-18 10:45:30,22
cg-us_ts_post,MEDIUM,18,18,2020-10-18,2020-10-18 09:38:01,2020-10-18 09:38:19,18
cg-us_ts_post_diwm,MEDIUM,29,29,2020-10-18,2020-10-18 13:37:09,2020-10-18 13:37:38,29
cg-us_ts_paid,MEDIUM,18,18,2020-10-18,2020-10-18 13:15:04,2020-10-18 13:15:22,18
cg-us_ts_post,MEDIUM,13,13,2020-10-18,2020-10-18 12:05:44,2020-10-18 12:05:57,13
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 09:07:50,2020-10-18 09:07:55,5
cg-us_ts_post,MEDIUM,24,24,2020-10-18,2020-10-18 14:14:37,2020-10-18 14:15:01,24
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 12:03:45,2020-10-18 12:03:49,4
cg-us_ts_post_diwm,MEDIUM,34,34,2020-10-18,2020-10-18 15:56:48,2020-10-18 15:57:22,34
cg-us_ts_diwm,MEDIUM,40,40,2020-10-18,2020-10-18 13:35:37,2020-10-18 13:36:17,40
cg-us_ts_post,HIGH,17,77,2020-10-18,2020-10-18 13:15:26,2020-10-18 13:15:43,17
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 14:21:44,2020-10-18 14:21:49,5
cg-us_ts_post,MEDIUM,19,19,2020-10-18,2020-10-18 05:51:00,2020-10-18 05:51:19,19
cg-us_ts_post,MEDIUM,21,21,2020-10-18,2020-10-18 08:24:07,2020-10-18 08:24:28,21
cg-us_ts_post,HIGH,23,83,2020-10-18,2020-10-18 05:13:40,2020-10-18 05:14:03,23
cg-us_ts_post,MEDIUM,14,14,2020-10-18,2020-10-18 07:13:16,2020-10-18 07:13:30,14
cg-us_ts_diwm,MEDIUM,20,20,2020-10-18,2020-10-18 11:27:43,2020-10-18 11:28:03,20
cg-us_ts_paid,MEDIUM,5,5,2020-10-18,2020-10-18 07:17:22,2020-10-18 07:17:27,5
cg-us_ts_post_diwm,MEDIUM,30,30,2020-10-18,2020-10-18 08:16:33,2020-10-18 08:17:03,30
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 09:49:33,2020-10-18 09:49:39,6
cg-us_ts_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 16:06:53,2020-10-18 16:07:12,19
cg-us_ts_post_diwm,MEDIUM,20,20,2020-10-18,2020-10-18 13:58:12,2020-10-18 13:58:32,20
cg-us_ts_post_diwm,MEDIUM,4,4,2020-10-18,2020-10-18 14:08:33,2020-10-18 14:08:37,4
cg-us_ts_diwm,MEDIUM,20,20,2020-10-18,2020-10-18 08:32:44,2020-10-18 08:33:04,20
cg-us_ts_post_diwm,MEDIUM,26,26,2020-10-18,2020-10-18 11:08:07,2020-10-18 11:08:33,26
cg-us_ts_post_diwm,MEDIUM,45,45,2020-10-18,2020-10-18 13:55:02,2020-10-18 13:55:47,45
cg-us_ts_post,MEDIUM,5,5,2020-10-18,2020-10-18 12:33:24,2020-10-18 12:33:29,5
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 12:36:15,2020-10-18 12:36:19,4
cg-us_ts_post,MEDIUM,6,6,2020-10-18,2020-10-18 05:54:27,2020-10-18 05:54:33,6
cg-us_ts_paid,MEDIUM,4,4,2020-10-18,2020-10-18 13:08:57,2020-10-18 13:09:01,4
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 09:51:45,2020-10-18 09:51:49,4
cg-us_ts_paid,MEDIUM,4,4,2020-10-18,2020-10-18 10:54:08,2020-10-18 10:54:12,4
cg-us_ts_post,MEDIUM,17,17,2020-10-18,2020-10-18 14:15:23,2020-10-18 14:15:40,17
cg-us_ts_post_diwm,MEDIUM,13,13,2020-10-18,2020-10-18 14:13:53,2020-10-18 14:14:06,13
cg-us_ts_post,MEDIUM,19,19,2020-10-18,2020-10-18 08:44:23,2020-10-18 08:44:42,19
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 12:14:29,2020-10-18 12:14:34,5
cg-us_ts_post,MEDIUM,51,51,2020-10-18,2020-10-18 12:02:59,2020-10-18 12:03:50,51
cg-us_ts_post,MEDIUM,11,11,2020-10-18,2020-10-18 16:53:25,2020-10-18 16:53:36,11
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 08:38:46,2020-10-18 08:38:50,4
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 16:25:26,2020-10-18 16:25:31,5
cg-us_ts_post,MEDIUM,29,29,2020-10-18,2020-10-18 12:01:43,2020-10-18 12:02:12,29
cg-us_ts_post,HIGH,33,93,2020-10-18,2020-10-18 16:00:38,2020-10-18 16:01:11,33
cg-us_ts_post_diwm,MEDIUM,4,4,2020-10-18,2020-10-18 16:50:11,2020-10-18 16:50:15,4
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 13:29:47,2020-10-18 13:30:06,19
cg-us_ts_post,MEDIUM,18,18,2020-10-18,2020-10-18 15:31:47,2020-10-18 15:32:05,18
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 13:07:48,2020-10-18 13:07:53,5
cg-us_ts_post,HIGH,26,86,2020-10-18,2020-10-18 08:17:07,2020-10-18 08:17:33,26
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 13:11:09,2020-10-18 13:11:14,5
cg-us_ps_specialty_paid,MEDIUM,21,21,2020-10-18,2020-10-18 09:55:36,2020-10-18 09:55:57,21
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 15:23:09,2020-10-18 15:23:13,4
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 12:56:53,2020-10-18 12:56:58,5
cg-us_ts_post,MEDIUM,20,20,2020-10-18,2020-10-18 13:19:18,2020-10-18 13:19:38,20
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 12:06:29,2020-10-18 12:06:34,5
cg-us_ps_specialty_paid,MEDIUM,13,13,2020-10-18,2020-10-18 08:51:20,2020-10-18 08:51:33,13
cg-us_ps_specialty_paid,MEDIUM,18,18,2020-10-18,2020-10-18 10:29:31,2020-10-18 10:29:49,18
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-18,2020-10-18 11:20:42,2020-10-18 11:21:00,18
cg-us_ts_post,MEDIUM,18,18,2020-10-18,2020-10-18 06:55:18,2020-10-18 06:55:36,18
cg-us_ts_paid,MEDIUM,4,4,2020-10-18,2020-10-18 16:56:17,2020-10-18 16:56:21,4
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 12:56:33,2020-10-18 12:56:37,4
cg-us_ts_post_diwm,MEDIUM,17,17,2020-10-18,2020-10-18 12:53:14,2020-10-18 12:53:31,17
cg-us_ts_post_diwm,MEDIUM,4,4,2020-10-18,2020-10-18 09:35:10,2020-10-18 09:35:14,4
cg-us_ts_post,MEDIUM,20,20,2020-10-18,2020-10-18 10:22:44,2020-10-18 10:23:04,20
cg-us_ts_post,MEDIUM,18,18,2020-10-18,2020-10-18 08:38:18,2020-10-18 08:38:36,18
cg-us_ts_post,MEDIUM,20,20,2020-10-18,2020-10-18 09:47:04,2020-10-18 09:47:24,20
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 10:28:08,2020-10-18 10:28:13,5
cg-us_ts_post,MEDIUM,21,21,2020-10-18,2020-10-18 10:27:54,2020-10-18 10:28:15,21
cg-us_ts_post,MEDIUM,5,5,2020-10-18,2020-10-18 14:22:34,2020-10-18 14:22:39,5
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 10:56:09,2020-10-18 10:56:13,4
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 11:07:58,2020-10-18 11:08:03,5
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 11:45:14,2020-10-18 11:45:33,19
cg-us_ts_post,MEDIUM,40,40,2020-10-18,2020-10-18 08:52:22,2020-10-18 08:53:02,40
cg-us_ts_diwm,MEDIUM,42,42,2020-10-18,2020-10-18 16:00:07,2020-10-18 16:00:49,42
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 08:33:39,2020-10-18 08:33:43,4
cg-us_ts_post,MEDIUM,19,19,2020-10-18,2020-10-18 11:07:18,2020-10-18 11:07:37,19
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 12:09:05,2020-10-18 12:09:24,19
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 14:55:29,2020-10-18 14:55:33,4
cg-us_ts_post,MEDIUM,12,12,2020-10-18,2020-10-18 12:01:21,2020-10-18 12:01:33,12
cg-us_ps_specialty_paid,MEDIUM,8,8,2020-10-18,2020-10-18 15:32:54,2020-10-18 15:33:02,8
cg-us_ps_specialty_paid,MEDIUM,22,22,2020-10-18,2020-10-18 16:55:03,2020-10-18 16:55:25,22
cg-us_ts_post,HIGH,18,78,2020-10-18,2020-10-18 16:04:52,2020-10-18 16:05:10,18
cg-us_ts_post_diwm,MEDIUM,22,22,2020-10-18,2020-10-18 10:02:48,2020-10-18 10:03:10,22
cg-us_ts_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 07:17:10,2020-10-18 07:17:29,19
cg-us_ts_post,MEDIUM,7,7,2020-10-18,2020-10-18 10:33:58,2020-10-18 10:34:05,7
cg-us_ts_post_diwm,MEDIUM,16,16,2020-10-18,2020-10-18 09:08:22,2020-10-18 09:08:38,16
cg-us_ps_specialty_paid,MEDIUM,21,21,2020-10-18,2020-10-18 05:11:25,2020-10-18 05:11:46,21
cg-us_ps_specialty_paid,MEDIUM,24,24,2020-10-18,2020-10-18 14:58:27,2020-10-18 14:58:51,24
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-18,2020-10-18 14:45:06,2020-10-18 14:45:24,18
cg-us_ts_post_diwm,MEDIUM,30,30,2020-10-18,2020-10-18 15:05:42,2020-10-18 15:06:12,30
cg-us_ts_paid,MEDIUM,4,4,2020-10-18,2020-10-18 08:35:50,2020-10-18 08:35:54,4
cg-us_ts_post,MEDIUM,22,22,2020-10-18,2020-10-18 11:23:36,2020-10-18 11:23:58,22
cg-us_ps_specialty_paid,HIGH,17,77,2020-10-18,2020-10-18 14:58:55,2020-10-18 14:59:12,17
cg-us_ts_post_diwm,MEDIUM,17,17,2020-10-18,2020-10-18 13:36:55,2020-10-18 13:37:12,17
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 13:39:28,2020-10-18 13:39:32,4
cg-us_ts_post,MEDIUM,18,18,2020-10-18,2020-10-18 10:19:38,2020-10-18 10:19:56,18
cg-us_ts_diwm,MEDIUM,18,18,2020-10-18,2020-10-18 14:44:20,2020-10-18 14:44:38,18
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 12:18:45,2020-10-18 12:18:49,4
cg-us_ps_specialty_paid,MEDIUM,19,19,2020-10-18,2020-10-18 14:43:47,2020-10-18 14:44:06,19
cg-us_ts_post,MEDIUM,23,23,2020-10-18,2020-10-18 09:35:35,2020-10-18 09:35:58,23
cg-us_ts_post,MEDIUM,27,27,2020-10-18,2020-10-18 12:02:22,2020-10-18 12:02:49,27
cg-us_ps_specialty_paid,MEDIUM,7,7,2020-10-18,2020-10-18 08:22:05,2020-10-18 08:22:12,7
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 09:08:43,2020-10-18 09:08:49,6
cg-us_ts_post,HIGH,27,87,2020-10-18,2020-10-18 12:11:05,2020-10-18 12:11:32,27
cg-us_ts_post_diwm,MEDIUM,24,24,2020-10-18,2020-10-18 16:54:48,2020-10-18 16:55:12,24
cg-us_ts_post,MEDIUM,15,15,2020-10-18,2020-10-18 13:57:47,2020-10-18 13:58:02,15
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-18,2020-10-18 12:19:06,2020-10-18 12:19:26,20
cg-us_ts_diwm,MEDIUM,24,24,2020-10-18,2020-10-18 15:57:19,2020-10-18 15:57:43,24
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-18,2020-10-18 16:52:25,2020-10-18 16:52:44,19
cg-us_ps_specialty_paid,HIGH,21,81,2020-10-18,2020-10-18 09:44:29,2020-10-18 09:44:50,21
cg-us_ts_post_diwm,MEDIUM,31,31,2020-10-18,2020-10-18 15:47:17,2020-10-18 15:47:48,31
cg-us_ts_post,MEDIUM,6,6,2020-10-18,2020-10-18 09:17:21,2020-10-18 09:17:27,6
cg-us_ps_specialty_paid,MEDIUM,22,22,2020-10-18,2020-10-18 11:33:55,2020-10-18 11:34:17,22
cg-us_ts_post,MEDIUM,22,22,2020-10-18,2020-10-18 10:23:47,2020-10-18 10:24:09,22
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 15:35:42,2020-10-18 15:35:48,6
cg-us_ps_specialty_paid,MEDIUM,16,16,2020-10-18,2020-10-18 16:05:49,2020-10-18 16:06:05,16
cg-us_ts_post,MEDIUM,13,13,2020-10-18,2020-10-18 11:33:02,2020-10-18 11:33:15,13
cg-us_ps_specialty_paid,MEDIUM,26,26,2020-10-18,2020-10-18 12:58:30,2020-10-18 12:58:56,26
cg-us_ts_post,MEDIUM,27,27,2020-10-18,2020-10-18 14:10:25,2020-10-18 14:10:52,27
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-18,2020-10-18 08:57:10,2020-10-18 08:57:31,21
cg-us_ts_post_diwm,MEDIUM,28,28,2020-10-18,2020-10-18 16:20:58,2020-10-18 16:21:26,28
cg-us_ps_specialty_paid,MEDIUM,20,20,2020-10-18,2020-10-18 15:20:44,2020-10-18 15:21:04,20
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 15:06:50,2020-10-18 15:06:55,5
cg-us_ts_post,MEDIUM,42,42,2020-10-18,2020-10-18 09:20:26,2020-10-18 09:21:08,42
cg-us_ps_specialty_paid,MEDIUM,13,13,2020-10-18,2020-10-18 10:41:55,2020-10-18 10:42:08,13
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 06:21:23,2020-10-18 06:21:28,5
cg-us_ts_paid,MEDIUM,23,23,2020-10-18,2020-10-18 09:43:42,2020-10-18 09:44:05,23
cg-us_ps_specialty_paid,MEDIUM,42,42,2020-10-18,2020-10-18 14:36:17,2020-10-18 14:36:59,42
cg-us_ts_post_diwm,MEDIUM,16,16,2020-10-18,2020-10-18 16:46:21,2020-10-18 16:46:37,16
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 10:39:29,2020-10-18 10:39:34,5
cg-us_ps_specialty_paid,MEDIUM,19,19,2020-10-18,2020-10-18 05:24:56,2020-10-18 05:25:15,19
cg-us_ts_post,MEDIUM,34,34,2020-10-18,2020-10-18 07:45:33,2020-10-18 07:46:07,34
cg-us_ts_post_diwm,MEDIUM,26,26,2020-10-18,2020-10-18 15:53:11,2020-10-18 15:53:37,26
cg-us_ps_specialty_paid,MEDIUM,29,29,2020-10-18,2020-10-18 10:38:55,2020-10-18 10:39:24,29
cg-us_ts_paid,MEDIUM,5,5,2020-10-18,2020-10-18 12:47:42,2020-10-18 12:47:47,5
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 13:40:39,2020-10-18 13:40:43,4
cg-us_ts_post,MEDIUM,6,6,2020-10-18,2020-10-18 12:04:00,2020-10-18 12:04:06,6
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 10:47:31,2020-10-18 10:47:36,5
cg-us_ts_post,MEDIUM,6,6,2020-10-18,2020-10-18 09:24:42,2020-10-18 09:24:48,6
cg-us_ps_specialty_paid,MEDIUM,22,22,2020-10-18,2020-10-18 08:55:35,2020-10-18 08:55:57,22
cg-us_ts_diwm,MEDIUM,27,27,2020-10-18,2020-10-18 07:05:09,2020-10-18 07:05:36,27
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 06:41:10,2020-10-18 06:41:15,5
cg-us_ts_diwm,MEDIUM,26,26,2020-10-18,2020-10-18 11:33:31,2020-10-18 11:33:57,26
cg-us_ts_post_diwm,MEDIUM,43,43,2020-10-18,2020-10-18 14:22:00,2020-10-18 14:22:43,43
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 10:12:56,2020-10-18 10:13:02,6
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 11:43:10,2020-10-18 11:43:15,5
cg-us_ts_paid,MEDIUM,20,20,2020-10-18,2020-10-18 15:50:30,2020-10-18 15:50:50,20
cg-us_ts_post_diwm,MEDIUM,20,20,2020-10-18,2020-10-18 15:10:50,2020-10-18 15:11:10,20
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 10:52:23,2020-10-18 10:52:29,6
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 11:07:25,2020-10-18 11:07:30,5
cg-us_ts_post_diwm,MEDIUM,15,15,2020-10-18,2020-10-18 11:36:53,2020-10-18 11:37:08,15
cg-us_ps_specialty_paid,MEDIUM,11,11,2020-10-18,2020-10-18 14:58:06,2020-10-18 14:58:17,11
cg-us_ts_post_diwm,MEDIUM,20,20,2020-10-18,2020-10-18 11:10:08,2020-10-18 11:10:28,20
cg-us_ps_specialty_paid,MEDIUM,27,27,2020-10-18,2020-10-18 09:41:23,2020-10-18 09:41:50,27
cg-us_ps_specialty_paid,MEDIUM,17,17,2020-10-18,2020-10-18 12:12:21,2020-10-18 12:12:38,17
cg-us_ts_post,MEDIUM,45,45,2020-10-18,2020-10-18 10:20:46,2020-10-18 10:21:31,45
cg-us_ps_specialty_paid,MEDIUM,21,21,2020-10-18,2020-10-18 09:27:21,2020-10-18 09:27:42,21
cg-us_ps_specialty_paid,MEDIUM,6,6,2020-10-18,2020-10-18 10:13:05,2020-10-18 10:13:11,6
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 06:05:38,2020-10-18 06:05:43,5
cg-us_ts_post,HIGH,18,78,2020-10-18,2020-10-18 14:28:11,2020-10-18 14:28:29,18
cg-us_ps_specialty_paid,MEDIUM,19,19,2020-10-18,2020-10-18 08:24:44,2020-10-18 08:25:03,19
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-18,2020-10-18 14:49:41,2020-10-18 14:49:45,4
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 05:47:59,2020-10-18 05:48:04,5
cg-us_ts_post,MEDIUM,27,27,2020-10-18,2020-10-18 13:24:21,2020-10-18 13:24:48,27
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 10:22:52,2020-10-18 10:22:57,5
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 16:38:15,2020-10-18 16:38:20,5
cg-us_ts_post,MEDIUM,19,19,2020-10-18,2020-10-18 13:47:39,2020-10-18 13:47:58,19
cg-us_ts_post,MEDIUM,7,7,2020-10-18,2020-10-18 12:31:58,2020-10-18 12:32:05,7
cg-us_ts_post_diwm,MEDIUM,18,18,2020-10-18,2020-10-18 15:13:57,2020-10-18 15:14:15,18
cg-us_ts_post,MEDIUM,21,21,2020-10-18,2020-10-18 12:49:54,2020-10-18 12:50:15,21
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 11:20:16,2020-10-18 11:20:21,5
cg-us_ts_post,MEDIUM,13,13,2020-10-18,2020-10-18 14:47:02,2020-10-18 14:47:15,13
cg-us_ts_paid,MEDIUM,12,12,2020-10-18,2020-10-18 07:45:50,2020-10-18 07:46:02,12
cg-us_ts_post_diwm,MEDIUM,10,10,2020-10-18,2020-10-18 12:53:58,2020-10-18 12:54:08,10
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-18,2020-10-18 14:21:13,2020-10-18 14:21:18,5
